0,8
3,6
2,4
0,2
0,0
0,0
0,0
2,0
2,0
1,0
1,0
0,0
0,0
2,0
2,0
1,0
5,0
1,0
0,0
0,8
0,6
0,4
1,2
2,0
4,0
1,0
4,0
4,0
4,0
2,0
0,0
0,0
0,0
2,0
7,0
0,0
0,0
0,0
0,7
2,7
0,4
0,2
0,0
5,0
7,0
0,0
0,0
0,0
0,0
1,0
3,0
4,0
3,0
2,0
0,0
0,0
0,0
0,8
5,6
5,4
3,2
2,0
3,0
1,0
2,0
2,0
3,0
2,0
0,0
1,0
1,0
0,0
1,0
2,0
1,0
0,0
1,8
1,7
2,4
4,1
2,0
2,0
1,0
1,0
1,0
2,0
5,0
1,0
1,0
3,0
1,0
2,0
0,0
0,0
1,0
0,8
1,7
3,4
2,1
1,0
2,0
3,0
5,0
0,0
0,0
1,0
2,0
3,0
0,0
6,0
0,0
0,0
0,0
0,0
0,8
2,6
2,4
0,2
2,0
2,0
10,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
2,0
1,0
0,0
0,0
0,8
0,6
0,4
0,2
0,0
2,0
3,0
3,0
2,0
3,0
2,0
0,0
0,0
1,0
17,0
1,0
3,0
1,0
1,0
0,6
2,4
0,3
0,2
1,1
0,0
4,4
1,0
5,0
3,0
3,0
2,0
3,0
3,0
12,0
3,0
3,0
4,0
3,0
0,6
3,3
2,2
0,1
0,1
0,0
2,7
3,0
2,0
2,0
3,0
1,0
2,0
3,0
3,0
2,0
2,0
0,0
1,0
0,6
0,6
0,2
1,2
1,1
2,0
2,3
0,0
0,0
0,0
0,0
0,0
1,0
1,0
2,0
2,0
0,0
2,0
1,0
0,6
1,5
5,2
2,2
0,1
0,0
0,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,6
2,7
0,3
4,1
3,0
17,3
4,0
1,0
1,0
0,0
0,0
1,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,6
1,8
2,4
0,2
2,0
6,0
19,0
0,0
2,0
0,0
2,0
3,0
2,0
1,0
2,0
0,0
1,0
2,0
0,0
0,4
4,3
1,2
1,0
0,0
0,0
2,9
0,2
0,0
0,0
1,0
1,0
0,0
1,0
1,0
1,0
1,0
0,0
0,0
0,2
0,4
2,3
1,0
0,0
1,0
10,9
8,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,8
3,6
2,4
0,2
0,0
0,0
0,0
2,0
2,0
1,0
1,0
0,0
0,0
2,0
2,0
1,0
5,0
1,0
0,0
0,8
0,6
0,4
1,2
2,0
4,0
1,0
4,0
