Node: 245,routers,5,2,3,0,0,16,21,5,9,3,3,3,0,1,5,5,55,19,11,5,1,2,5,1,1,0,0,0,0,0,0,0,0,0,3,7,23,32,0,0,4,1,1,2,1,1,0,0,0,1,3,0,1,32,7,6,11,11,6,0,0,3,5,0,18,9,0,0,0,3,1,1,0,0,1,1,0,2,12,7,1,0,0,0,0,1,0,3,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,2,0,0,0,1,1,0,0,1,13,6,0,0,0,0,0,0,0,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0
Node: 244,routers,37,15,14,18,12,14,14,18,32,25,0,1,0,0,0,2,8,10,2,2,3,14,11,27,17,0,4,5,8,5,4,4,4,3,3,1,4,12,1,22,7,0,1,0,2,0,1,2,6,8,1,0,5,7,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node: 247,routers,7,9,4,3,0,0,0,0,6,17,34,39,8,43,9,8,0,15,6,3,1,0,0,0,2,7,6,0,6,3,7,5,7,6,8,4,2,0,0,4,9,14,3,3,0,7,9,0,7,3,0,0,1,0,0,1,0,0,0,1,4,1,0,0,0,0,0,1,0,4,1,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,2,3,1,18,23,0,0,0,0,0,0,0,21,0,0,0,2,5,0,0,0,0,0,0,9,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node: 246,routers,10,10,3,7,10,10,1,5,7,15,3,9,4,2,17,6,5,8,5,4,5,0,0,1,1,0,0,0,0,0,8,8,7,5,2,1,6,0,0,5,4,3,0,0,0,0,7,4,1,12,14,8,12,38,3,4,6,1,5,7,3,7,7,6,5,0,3,4,4,5,3,1,6,5,4,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,4,0,0,0,1,1,0,3,2,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Node: 241,routers,7,4,8,6,32,32,11,2,11,20,24,18,6,32,103,11,9,10,5,0,14,7,4,1,0,0,0,0,2,2,1,1,0,3,5,5,4,1,0,0,2,3,5,2,2,13,0,8,11,9,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node: 240,routers,0,0,0,6,4,50,22,7,9,24,30,18,6,33,7,6,4,14,19,3,0,0,0,0,0,18,7,2,11,3,0,0,0,0,0,4,4,2,1,1,9,7,1,0,0,0,0,0,1,3,0,1,2,11,3,4,9,13,19,0,0,0,3,1,0,2,2,0,0,0,0,0,0,4,2,15,29,0,0,0,1,0,0,0,0,3,5,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,2,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node: 243,routers,51,69,13,2,4,3,1,2,2,5,4,0,0,6,10,32,13,4,6,7,6,0,3,10,1,0,27,17,11,1,5,3,0,7,2,1,3,4,0,0,0,0,0,29,11,1,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Node: 245,routers,5,2,3,0,0,16,21,5,9,3,3,3,0,1,5,5,55,19,11,5,1,2,5,1,1,0,0,0,0,0,0,0,0,0,3,7,23,32,0,0,4,1,1,2,1,1,0,0,0,1,3,0,1,32,7,6,11,11,6,0,0,3,5,0,18,9,0,0,0,3,1,1,0,0,1,1,0,2,12,7,1,0,0,0,0,1,0,3,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,2,0,0,0,1,1,0,0,1,13,6,0,0,0,0,0,0,0,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0
Node: 244,routers,37,15,14,18,12,14,14,18,32,25,0,1,0,0,0,2,8,10,2,2,3,14,11,27,17,0,4,5,8,5,4,4,4,3,3,1,4,12,1,22,7,0,1,0,2,0,1,2,6,8,1,0,5,7,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node: 247,routers,7,9,4,3,0,0,0,0,6,17,34,39,8,43,9,8,0,15,6,3,1,0,0,0,2,7,6,0,6,3,7,5,7,6,8,4,2,0,0,4,9,14,3,3,0,7,9,0,7,3,0,0,1,0,0,1,0,0,0,1,4,1,0,0,0,0,0,1,0,4,1,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,2,3,1,18,23,0,0,0,0,0,0,0,21,0,0,0,2,5,0,0,0,0,0,0,9,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
