Time	Node	Type	Packets	
1	160	CacheHits	0
1	160	CacheMisses	0
1	161	CacheHits	0
1	161	CacheMisses	0
1	162	CacheHits	0
1	162	CacheMisses	0
1	163	CacheHits	0
1	163	CacheMisses	0
1	164	CacheHits	0
1	164	CacheMisses	0
1	165	CacheHits	0
1	165	CacheMisses	6
1	166	CacheHits	0
1	166	CacheMisses	1
1	167	CacheHits	2
1	167	CacheMisses	6
1	168	CacheHits	0
1	168	CacheMisses	0
1	169	CacheHits	0
1	169	CacheMisses	8
1	170	CacheHits	0
1	170	CacheMisses	5
1	171	CacheHits	0
1	171	CacheMisses	0
1	172	CacheHits	0
1	172	CacheMisses	0
1	173	CacheHits	0
1	173	CacheMisses	7
1	174	CacheHits	0
1	174	CacheMisses	0
1	175	CacheHits	0
1	175	CacheMisses	43
1	176	CacheHits	68
1	176	CacheMisses	81
1	177	CacheHits	0
1	177	CacheMisses	11
1	178	CacheHits	0
1	178	CacheMisses	5
1	179	CacheHits	0
1	179	CacheMisses	0
1	180	CacheHits	248
1	180	CacheMisses	99
1	181	CacheHits	0
1	181	CacheMisses	62
1	182	CacheHits	0
1	182	CacheMisses	30
1	183	CacheHits	0
1	183	CacheMisses	16
1	184	CacheHits	0
1	184	CacheMisses	13
1	185	CacheHits	0
1	185	CacheMisses	7
1	186	CacheHits	0
1	186	CacheMisses	0
1	187	CacheHits	1
1	187	CacheMisses	7
1	188	CacheHits	0
1	188	CacheMisses	0
1	189	CacheHits	1
1	189	CacheMisses	8
1	190	CacheHits	1
1	190	CacheMisses	10
1	191	CacheHits	0
1	191	CacheMisses	1
1	192	CacheHits	0
1	192	CacheMisses	7
1	193	CacheHits	1
1	193	CacheMisses	8
1	194	CacheHits	0
1	194	CacheMisses	0
1	195	CacheHits	0
1	195	CacheMisses	8
1	196	CacheHits	0
1	196	CacheMisses	3
1	197	CacheHits	0
1	197	CacheMisses	0
1	198	CacheHits	2
1	198	CacheMisses	19
1	199	CacheHits	0
1	199	CacheMisses	0
1	200	CacheHits	0
1	200	CacheMisses	4
1	201	CacheHits	0
1	201	CacheMisses	9
1	202	CacheHits	0
1	202	CacheMisses	0
1	203	CacheHits	1
1	203	CacheMisses	12
1	204	CacheHits	0
1	204	CacheMisses	0
1	205	CacheHits	0
1	205	CacheMisses	6
1	206	CacheHits	0
1	206	CacheMisses	10
1	207	CacheHits	1
1	207	CacheMisses	7
1	208	CacheHits	0
1	208	CacheMisses	0
1	209	CacheHits	0
1	209	CacheMisses	0
1	210	CacheHits	0
1	210	CacheMisses	3
1	211	CacheHits	0
1	211	CacheMisses	0
1	212	CacheHits	0
1	212	CacheMisses	0
1	213	CacheHits	0
1	213	CacheMisses	0
1	214	CacheHits	1
1	214	CacheMisses	5
1	215	CacheHits	0
1	215	CacheMisses	5
1	216	CacheHits	0
1	216	CacheMisses	0
1	217	CacheHits	0
1	217	CacheMisses	0
1	218	CacheHits	0
1	218	CacheMisses	0
1	219	CacheHits	0
1	219	CacheMisses	8
1	220	CacheHits	0
1	220	CacheMisses	3
1	221	CacheHits	0
1	221	CacheMisses	0
1	222	CacheHits	0
1	222	CacheMisses	0
1	223	CacheHits	0
1	223	CacheMisses	0
1	224	CacheHits	1
1	224	CacheMisses	7
1	225	CacheHits	0
1	225	CacheMisses	9
1	226	CacheHits	0
1	226	CacheMisses	1
1	227	CacheHits	0
1	227	CacheMisses	1
1	228	CacheHits	0
1	228	CacheMisses	17
1	229	CacheHits	3
1	229	CacheMisses	12
1	230	CacheHits	1
1	230	CacheMisses	26
1	231	CacheHits	0
1	231	CacheMisses	3
1	232	CacheHits	1
1	232	CacheMisses	8
1	233	CacheHits	0
1	233	CacheMisses	0
1	234	CacheHits	1
1	234	CacheMisses	14
1	235	CacheHits	0
1	235	CacheMisses	10
1	236	CacheHits	2
1	236	CacheMisses	20
1	237	CacheHits	0
1	237	CacheMisses	1
1	238	CacheHits	0
1	238	CacheMisses	6
1	239	CacheHits	0
1	239	CacheMisses	3
2	160	CacheHits	0
2	160	CacheMisses	0
2	161	CacheHits	0
2	161	CacheMisses	0
2	162	CacheHits	0
2	162	CacheMisses	0
2	163	CacheHits	0
2	163	CacheMisses	0
2	164	CacheHits	0
2	164	CacheMisses	0
2	165	CacheHits	0
2	165	CacheMisses	1
2	166	CacheHits	0
2	166	CacheMisses	2
2	167	CacheHits	1
2	167	CacheMisses	1
2	168	CacheHits	0
2	168	CacheMisses	0
2	169	CacheHits	0
2	169	CacheMisses	5
2	170	CacheHits	0
2	170	CacheMisses	4
2	171	CacheHits	0
2	171	CacheMisses	2
2	172	CacheHits	0
2	172	CacheMisses	0
2	173	CacheHits	1
2	173	CacheMisses	4
2	174	CacheHits	0
2	174	CacheMisses	0
2	175	CacheHits	0
2	175	CacheMisses	8
2	176	CacheHits	80
2	176	CacheMisses	10
2	177	CacheHits	73
2	177	CacheMisses	72
2	178	CacheHits	0
2	178	CacheMisses	12
2	179	CacheHits	0
2	179	CacheMisses	15
2	180	CacheHits	151
2	180	CacheMisses	1
2	181	CacheHits	0
2	181	CacheMisses	3
2	182	CacheHits	0
2	182	CacheMisses	2
2	183	CacheHits	0
2	183	CacheMisses	5
2	184	CacheHits	2
2	184	CacheMisses	10
2	185	CacheHits	0
2	185	CacheMisses	12
2	186	CacheHits	0
2	186	CacheMisses	5
2	187	CacheHits	1
2	187	CacheMisses	7
2	188	CacheHits	0
2	188	CacheMisses	0
2	189	CacheHits	3
2	189	CacheMisses	0
2	190	CacheHits	2
2	190	CacheMisses	10
2	191	CacheHits	0
2	191	CacheMisses	7
2	192	CacheHits	1
2	192	CacheMisses	4
2	193	CacheHits	0
2	193	CacheMisses	4
2	194	CacheHits	0
2	194	CacheMisses	0
2	195	CacheHits	0
2	195	CacheMisses	4
2	196	CacheHits	0
2	196	CacheMisses	4
2	197	CacheHits	0
2	197	CacheMisses	3
2	198	CacheHits	4
2	198	CacheMisses	11
2	199	CacheHits	0
2	199	CacheMisses	1
2	200	CacheHits	0
2	200	CacheMisses	10
2	201	CacheHits	2
2	201	CacheMisses	6
2	202	CacheHits	0
2	202	CacheMisses	2
2	203	CacheHits	0
2	203	CacheMisses	5
2	204	CacheHits	0
2	204	CacheMisses	7
2	205	CacheHits	0
2	205	CacheMisses	6
2	206	CacheHits	2
2	206	CacheMisses	7
2	207	CacheHits	0
2	207	CacheMisses	5
2	208	CacheHits	0
2	208	CacheMisses	2
2	209	CacheHits	0
2	209	CacheMisses	1
2	210	CacheHits	0
2	210	CacheMisses	1
2	211	CacheHits	0
2	211	CacheMisses	2
2	212	CacheHits	0
2	212	CacheMisses	2
2	213	CacheHits	0
2	213	CacheMisses	1
2	214	CacheHits	0
2	214	CacheMisses	5
2	215	CacheHits	0
2	215	CacheMisses	3
2	216	CacheHits	0
2	216	CacheMisses	4
2	217	CacheHits	0
2	217	CacheMisses	10
2	218	CacheHits	0
2	218	CacheMisses	1
2	219	CacheHits	1
2	219	CacheMisses	4
2	220	CacheHits	0
2	220	CacheMisses	1
2	221	CacheHits	0
2	221	CacheMisses	1
2	222	CacheHits	0
2	222	CacheMisses	0
2	223	CacheHits	0
2	223	CacheMisses	0
2	224	CacheHits	1
2	224	CacheMisses	8
2	225	CacheHits	0
2	225	CacheMisses	25
2	226	CacheHits	0
2	226	CacheMisses	14
2	227	CacheHits	48
2	227	CacheMisses	73
2	228	CacheHits	5
2	228	CacheMisses	13
2	229	CacheHits	1
2	229	CacheMisses	10
2	230	CacheHits	2
2	230	CacheMisses	16
2	231	CacheHits	0
2	231	CacheMisses	10
2	232	CacheHits	4
2	232	CacheMisses	18
2	233	CacheHits	0
2	233	CacheMisses	3
2	234	CacheHits	3
2	234	CacheMisses	10
2	235	CacheHits	3
2	235	CacheMisses	20
2	236	CacheHits	3
2	236	CacheMisses	17
2	237	CacheHits	0
2	237	CacheMisses	10
2	238	CacheHits	3
2	238	CacheMisses	6
2	239	CacheHits	76
2	239	CacheMisses	73
3	160	CacheHits	0
3	160	CacheMisses	0
3	161	CacheHits	0
3	161	CacheMisses	0
3	162	CacheHits	0
3	162	CacheMisses	0
3	163	CacheHits	0
3	163	CacheMisses	0
3	164	CacheHits	0
3	164	CacheMisses	0
3	165	CacheHits	0
3	165	CacheMisses	5
3	166	CacheHits	0
3	166	CacheMisses	14
3	167	CacheHits	0
3	167	CacheMisses	1
3	168	CacheHits	0
3	168	CacheMisses	2
3	169	CacheHits	1
3	169	CacheMisses	2
3	170	CacheHits	0
3	170	CacheMisses	4
3	171	CacheHits	0
3	171	CacheMisses	1
3	172	CacheHits	0
3	172	CacheMisses	0
3	173	CacheHits	0
3	173	CacheMisses	0
3	174	CacheHits	0
3	174	CacheMisses	0
3	175	CacheHits	0
3	175	CacheMisses	2
3	176	CacheHits	0
3	176	CacheMisses	4
3	177	CacheHits	238
3	177	CacheMisses	15
3	178	CacheHits	0
3	178	CacheMisses	8
3	179	CacheHits	0
3	179	CacheMisses	8
3	180	CacheHits	51
3	180	CacheMisses	0
3	181	CacheHits	0
3	181	CacheMisses	0
3	182	CacheHits	0
3	182	CacheMisses	3
3	183	CacheHits	1
3	183	CacheMisses	14
3	184	CacheHits	0
3	184	CacheMisses	6
3	185	CacheHits	0
3	185	CacheMisses	6
3	186	CacheHits	0
3	186	CacheMisses	3
3	187	CacheHits	0
3	187	CacheMisses	3
3	188	CacheHits	0
3	188	CacheMisses	4
3	189	CacheHits	0
3	189	CacheMisses	1
3	190	CacheHits	2
3	190	CacheMisses	4
3	191	CacheHits	0
3	191	CacheMisses	3
3	192	CacheHits	1
3	192	CacheMisses	5
3	193	CacheHits	0
3	193	CacheMisses	4
3	194	CacheHits	0
3	194	CacheMisses	3
3	195	CacheHits	0
3	195	CacheMisses	2
3	196	CacheHits	0
3	196	CacheMisses	0
3	197	CacheHits	0
3	197	CacheMisses	4
3	198	CacheHits	3
3	198	CacheMisses	4
3	199	CacheHits	0
3	199	CacheMisses	3
3	200	CacheHits	0
3	200	CacheMisses	0
3	201	CacheHits	3
