Time	Node	Type	Packets	
52	62	CacheMisses	5
52	63	CacheHits	0
52	63	CacheMisses	0
53	60	CacheHits	4
53	60	CacheMisses	6
53	61	CacheHits	2
53	61	CacheMisses	2
53	62	CacheHits	9
53	62	CacheMisses	1
53	63	CacheHits	0
53	63	CacheMisses	0
54	60	CacheHits	1
54	60	CacheMisses	1
54	61	CacheHits	0
54	61	CacheMisses	2
54	62	CacheHits	7
54	62	CacheMisses	1
54	63	CacheHits	0
54	63	CacheMisses	0
55	60	CacheHits	0
55	60	CacheMisses	1
55	61	CacheHits	7
55	61	CacheMisses	1
55	62	CacheHits	2
55	62	CacheMisses	1
55	63	CacheHits	0
55	63	CacheMisses	1
56	60	CacheHits	14
56	60	CacheMisses	22
56	61	CacheHits	15
56	61	CacheMisses	7
56	62	CacheHits	0
56	62	CacheMisses	3
56	63	CacheHits	0
56	63	CacheMisses	0
57	60	CacheHits	28
57	60	CacheMisses	36
57	61	CacheHits	17
57	61	CacheMisses	22
57	62	CacheHits	16
57	62	CacheMisses	16
57	63	CacheHits	7
57	63	CacheMisses	28
58	60	CacheHits	7
58	60	CacheMisses	17
58	61	CacheHits	9
58	61	CacheMisses	18
58	62	CacheHits	19
58	62	CacheMisses	16
58	63	CacheHits	3
58	63	CacheMisses	30
59	60	CacheHits	3
59	60	CacheMisses	9
59	61	CacheHits	5
59	61	CacheMisses	1
59	62	CacheHits	2
59	62	CacheMisses	5
59	63	CacheHits	5
59	63	CacheMisses	5
60	60	CacheHits	2
60	60	CacheMisses	5
60	61	CacheHits	5
60	61	CacheMisses	2
60	62	CacheHits	8
60	62	CacheMisses	7
60	63	CacheHits	5
60	63	CacheMisses	13
61	60	CacheHits	8
61	60	CacheMisses	3
61	61	CacheHits	3
61	61	CacheMisses	5
61	62	CacheHits	3
61	62	CacheMisses	7
61	63	CacheHits	3
61	63	CacheMisses	10
62	60	CacheHits	5
62	60	CacheMisses	8
62	61	CacheHits	6
62	61	CacheMisses	5
62	62	CacheHits	2
62	62	CacheMisses	3
62	63	CacheHits	4
62	63	CacheMisses	5
63	60	CacheHits	1
63	60	CacheMisses	2
63	61	CacheHits	7
63	61	CacheMisses	3
63	62	CacheHits	0
63	62	CacheMisses	2
63	63	CacheHits	10
63	63	CacheMisses	2
64	60	CacheHits	0
64	60	CacheMisses	6
64	61	CacheHits	1
64	61	CacheMisses	4
64	62	CacheHits	1
64	62	CacheMisses	5
64	63	CacheHits	4
64	63	CacheMisses	5
65	60	CacheHits	24
65	60	CacheMisses	33
65	61	CacheHits	12
65	61	CacheMisses	20
65	62	CacheHits	0
65	62	CacheMisses	1
65	63	CacheHits	2
65	63	CacheMisses	1
66	60	CacheHits	16
66	60	CacheMisses	21
66	61	CacheHits	12
66	61	CacheMisses	8
66	62	CacheHits	0
66	62	CacheMisses	0
66	63	CacheHits	0
66	63	CacheMisses	0
67	60	CacheHits	1
67	60	CacheMisses	0
67	61	CacheHits	2
67	61	CacheMisses	1
67	62	CacheHits	0
67	62	CacheMisses	0
67	63	CacheHits	0
67	63	CacheMisses	0
68	60	CacheHits	2
68	60	CacheMisses	5
68	61	CacheHits	2
68	61	CacheMisses	1
68	62	CacheHits	0
68	62	CacheMisses	0
68	63	CacheHits	0
68	63	CacheMisses	0
69	60	CacheHits	4
69	60	CacheMisses	9
69	61	CacheHits	1
69	61	CacheMisses	2
69	62	CacheHits	0
69	62	CacheMisses	3
69	63	CacheHits	5
69	63	CacheMisses	3
70	60	CacheHits	2
70	60	CacheMisses	5
70	61	CacheHits	1
70	61	CacheMisses	2
70	62	CacheHits	0
70	62	CacheMisses	3
70	63	CacheHits	7
70	63	CacheMisses	3
71	60	CacheHits	0
71	60	CacheMisses	1
71	61	CacheHits	1
71	61	CacheMisses	0
71	62	CacheHits	0
71	62	CacheMisses	1
71	63	CacheHits	6
71	63	CacheMisses	1
72	60	CacheHits	1
72	60	CacheMisses	3
72	61	CacheHits	0
72	61	CacheMisses	0
72	62	CacheHits	0
72	62	CacheMisses	0
72	63	CacheHits	3
72	63	CacheMisses	0
73	60	CacheHits	1
73	60	CacheMisses	2
73	61	CacheHits	0
73	61	CacheMisses	0
73	62	CacheHits	0
73	62	CacheMisses	0
73	63	CacheHits	0
73	63	CacheMisses	0
74	60	CacheHits	2
74	60	CacheMisses	0
74	61	CacheHits	0
74	61	CacheMisses	1
74	62	CacheHits	0
74	62	CacheMisses	1
74	63	CacheHits	2
74	63	CacheMisses	1
75	60	CacheHits	1
75	60	CacheMisses	2
75	61	CacheHits	0
75	61	CacheMisses	1
75	62	CacheHits	0
75	62	CacheMisses	1
75	63	CacheHits	2
75	63	CacheMisses	1
76	60	CacheHits	0
76	60	CacheMisses	2
76	61	CacheHits	1
76	61	CacheMisses	1
76	62	CacheHits	2
76	62	CacheMisses	2
76	63	CacheHits	6
76	63	CacheMisses	4
77	60	CacheHits	1
77	60	CacheMisses	0
77	61	CacheHits	2
77	61	CacheMisses	0
77	62	CacheHits	1
77	62	CacheMisses	1
77	63	CacheHits	3
77	63	CacheMisses	2
78	60	CacheHits	2
78	60	CacheMisses	2
78	61	CacheHits	1
78	61	CacheMisses	2
78	62	CacheHits	0
78	62	CacheMisses	2
78	63	CacheHits	11
78	63	CacheMisses	2
79	60	CacheHits	0
79	60	CacheMisses	3
79	61	CacheHits	5
79	61	CacheMisses	1
79	62	CacheHits	2
79	62	CacheMisses	2
79	63	CacheHits	9
79	63	CacheMisses	3
80	60	CacheHits	3
80	60	CacheMisses	2
80	61	CacheHits	5
80	61	CacheMisses	3
80	62	CacheHits	0
80	62	CacheMisses	4
80	63	CacheHits	1
80	63	CacheMisses	2
81	60	CacheHits	1
81	60	CacheMisses	1
81	61	CacheHits	2
81	61	CacheMisses	2
81	62	CacheHits	1
81	62	CacheMisses	2
81	63	CacheHits	2
81	63	CacheMisses	3
82	60	CacheHits	0
82	60	CacheMisses	2
82	61	CacheHits	1
82	61	CacheMisses	1
82	62	CacheHits	3
82	62	CacheMisses	2
82	63	CacheHits	5
82	63	CacheMisses	2
83	60	CacheHits	1
83	60	CacheMisses	3
83	61	CacheHits	2
83	61	CacheMisses	3
83	62	CacheHits	0
83	62	CacheMisses	2
83	63	CacheHits	12
83	63	CacheMisses	2
84	60	CacheHits	5
84	60	CacheMisses	7
84	61	CacheHits	2
84	61	CacheMisses	8
84	62	CacheHits	3
84	62	CacheMisses	4
84	63	CacheHits	14
84	63	CacheMisses	2
85	60	CacheHits	1
85	60	CacheMisses	1
85	61	CacheHits	2
85	61	CacheMisses	1
85	62	CacheHits	3
85	62	CacheMisses	3
85	63	CacheHits	5
85	63	CacheMisses	3
86	60	CacheHits	0
86	60	CacheMisses	1
86	61	CacheHits	0
86	61	CacheMisses	1
86	62	CacheHits	0
86	62	CacheMisses	1
86	63	CacheHits	2
86	63	CacheMisses	1
87	60	CacheHits	0
87	60	CacheMisses	0
87	61	CacheHits	0
87	61	CacheMisses	0
87	62	CacheHits	0
87	62	CacheMisses	0
87	63	CacheHits	13
87	63	CacheMisses	0
88	60	CacheHits	1
88	60	CacheMisses	2
88	61	CacheHits	0
88	61	CacheMisses	2
88	62	CacheHits	0
88	62	CacheMisses	2
88	63	CacheHits	26
88	63	CacheMisses	2
89	60	CacheHits	1
89	60	CacheMisses	1
89	61	CacheHits	1
89	61	CacheMisses	2
89	62	CacheHits	4
89	62	CacheMisses	3
89	63	CacheHits	13
89	63	CacheMisses	7
90	60	CacheHits	1
90	60	CacheMisses	3
90	61	CacheHits	1
90	61	CacheMisses	4
90	62	CacheHits	3
90	62	CacheMisses	5
90	63	CacheHits	6
90	63	CacheMisses	8
91	60	CacheHits	1
91	60	CacheMisses	1
91	61	CacheHits	3
91	61	CacheMisses	2
91	62	CacheHits	1
91	62	CacheMisses	5
91	63	CacheHits	7
91	63	CacheMisses	6
92	60	CacheHits	1
92	60	CacheMisses	3
92	61	CacheHits	1
92	61	CacheMisses	4
92	62	CacheHits	1
92	62	CacheMisses	5
92	63	CacheHits	7
92	63	CacheMisses	6
93	60	CacheHits	2
93	60	CacheMisses	5
93	61	CacheHits	2
93	61	CacheMisses	3
93	62	CacheHits	0
93	62	CacheMisses	5
93	63	CacheHits	1
93	63	CacheMisses	5
94	60	CacheHits	0
94	60	CacheMisses	4
94	61	CacheHits	0
94	61	CacheMisses	1
94	62	CacheHits	0
94	62	CacheMisses	1
94	63	CacheHits	2
94	63	CacheMisses	1
95	60	CacheHits	31
95	60	CacheMisses	41
95	61	CacheHits	2
95	61	CacheMisses	8
95	62	CacheHits	1
95	62	CacheMisses	10
95	63	CacheHits	4
95	63	CacheMisses	11
96	60	CacheHits	11
96	60	CacheMisses	9
96	61	CacheHits	1
96	61	CacheMisses	10
96	62	CacheHits	0
96	62	CacheMisses	10
96	63	CacheHits	11
96	63	CacheMisses	10
97	60	CacheHits	3
97	60	CacheMisses	7
97	61	CacheHits	2
97	61	CacheMisses	10
97	62	CacheHits	1
97	62	CacheMisses	2
97	63	CacheHits	8
97	63	CacheMisses	3
98	60	CacheHits	1
98	60	CacheMisses	4
98	61	CacheHits	2
98	61	CacheMisses	5
98	62	CacheHits	0
98	62	CacheMisses	5
98	63	CacheHits	2
98	63	CacheMisses	5
99	60	CacheHits	2
99	60	CacheMisses	3
99	61	CacheHits	1
99	61	CacheMisses	2
99	62	CacheHits	0
99	62	CacheMisses	3
99	63	CacheHits	3
99	63	CacheMisses	3
100	60	CacheHits	6
100	60	CacheMisses	4
100	61	CacheHits	3
100	61	CacheMisses	6
100	62	CacheHits	0
100	62	CacheMisses	5
100	63	CacheHits	1
100	63	CacheMisses	5
101	60	CacheHits	3
101	60	CacheMisses	11
101	61	CacheHits	3
101	61	CacheMisses	7
101	62	CacheHits	1
101	62	CacheMisses	4
101	63	CacheHits	1
101	63	CacheMisses	5
102	60	CacheHits	6
102	60	CacheMisses	5
102	61	CacheHits	0
102	61	CacheMisses	5
102	62	CacheHits	0
102	62	CacheMisses	4
102	63	CacheHits	0
102	63	CacheMisses	4
103	60	CacheHits	2
103	60	CacheMisses	9
103	61	CacheHits	0
103	61	CacheMisses	9
103	62	CacheHits	2
103	62	CacheMisses	9
103	63	CacheHits	22
103	63	CacheMisses	11
104	60	CacheHits	4
104	60	CacheMisses	12
104	61	CacheHits	4
104	61	CacheMisses	15
104	62	CacheHits	2
104	62	CacheMisses	18
104	63	CacheHits	17
104	63	CacheMisses	20
105	60	CacheHits	7
105	60	CacheMisses	4
105	61	CacheHits	0
105	61	CacheMisses	4
105	62	CacheHits	0
105	62	CacheMisses	3
105	63	CacheHits	1
105	63	CacheMisses	3
106	60	CacheHits	12
106	60	CacheMisses	4
106	61	CacheHits	2
106	61	CacheMisses	6
106	62	CacheHits	0
106	62	CacheMisses	7
106	63	CacheHits	0
106	63	CacheMisses	7
107	60	CacheHits	8
107	60	CacheMisses	5
107	61	CacheHits	2
107	61	CacheMisses	8
107	62	CacheHits	1
107	62	CacheMisses	10
107	63	CacheHits	2
107	63	CacheMisses	11
108	60	CacheHits	1
108	60	CacheMisses	2
108	61	CacheHits	2
108	61	CacheMisses	0
108	62	CacheHits	1
108	62	CacheMisses	2
108	63	CacheHits	0
108	63	CacheMisses	3
109	60	CacheHits	1
109	60	CacheMisses	2
109	61	CacheHits	1
109	61	CacheMisses	1
109	62	CacheHits	0
109	62	CacheMisses	2
109	63	CacheHits	0
109	63	CacheMisses	2
110	60	CacheHits	4
110	60	CacheMisses	6
110	61	CacheHits	1
110	61	CacheMisses	5
110	62	CacheHits	0
110	62	CacheMisses	1
110	63	CacheHits	2
110	63	CacheMisses	1
111	60	CacheHits	1
111	60	CacheMisses	1
111	61	CacheHits	1
111	61	CacheMisses	2
111	62	CacheHits	0
111	62	CacheMisses	0
111	63	CacheHits	0
111	63	CacheMisses	0
112	60	CacheHits	1
112	60	CacheMisses	1
112	61	CacheHits	2
112	61	CacheMisses	2
112	62	CacheHits	0
112	62	CacheMisses	1
112	63	CacheHits	1
112	63	CacheMisses	1
113	60	CacheHits	1
113	60	CacheMisses	1
113	61	CacheHits	2
113	61	CacheMisses	2
113	62	CacheHits	0
113	62	CacheMisses	1
113	63	CacheHits	1
113	63	CacheMisses	1
114	60	CacheHits	0
114	60	CacheMisses	1
114	61	CacheHits	0
114	61	CacheMisses	1
114	62	CacheHits	0
114	62	CacheMisses	1
114	63	CacheHits	0
114	63	CacheMisses	1
115	60	CacheHits	0
115	60	CacheMisses	0
115	61	CacheHits	0
115	61	CacheMisses	0
115	62	CacheHits	0
115	62	CacheMisses	0
115	63	CacheHits	0
115	63	CacheMisses	0
116	60	CacheHits	0
116	60	CacheMisses	1
116	61	CacheHits	0
116	61	CacheMisses	1
116	62	CacheHits	0
116	62	CacheMisses	1
116	63	CacheHits	0
116	63	CacheMisses	1
117	60	CacheHits	0
117	60	CacheMisses	0
117	61	CacheHits	0
117	61	CacheMisses	0
117	62	CacheHits	0
117	62	CacheMisses	0
117	63	CacheHits	0
117	63	CacheMisses	0
118	60	CacheHits	1
118	60	CacheMisses	1
118	61	CacheHits	0
118	61	CacheMisses	2
118	62	CacheHits	0
118	62	CacheMisses	2
118	63	CacheHits	0
118	63	CacheMisses	2
119	60	CacheHits	2
119	60	CacheMisses	2
119	61	CacheHits	0
119	61	CacheMisses	4
119	62	CacheHits	0
119	62	CacheMisses	2
119	63	CacheHits	1
119	63	CacheMisses	2
120	60	CacheHits	1
120	60	CacheMisses	2
120	61	CacheHits	0
120	61	CacheMisses	3
120	62	CacheHits	0
120	62	CacheMisses	2
120	63	CacheHits	0
120	63	CacheMisses	2
121	60	CacheHits	2
121	60	CacheMisses	6
121	61	CacheHits	2
121	61	CacheMisses	6
121	62	CacheHits	0
121	62	CacheMisses	5
121	63	CacheHits	2
121	63	CacheMisses	5
122	60	CacheHits	5
122	60	CacheMisses	11
122	61	CacheHits	3
122	61	CacheMisses	9
122	62	CacheHits	1
122	62	CacheMisses	10
122	63	CacheHits	4
122	63	CacheMisses	8
123	60	CacheHits	6
123	60	CacheMisses	4
123	61	CacheHits	1
123	61	CacheMisses	4
123	62	CacheHits	0
123	62	CacheMisses	3
123	63	CacheHits	8
123	63	CacheMisses	3
124	60	CacheHits	9
124	60	CacheMisses	8
124	61	CacheHits	7
124	61	CacheMisses	6
124	62	CacheHits	1
124	62	CacheMisses	6
124	63	CacheHits	3
124	63	CacheMisses	7
125	60	CacheHits	2
125	60	CacheMisses	2
125	61	CacheHits	1
125	61	CacheMisses	2
125	62	CacheHits	4
125	62	CacheMisses	3
125	63	CacheHits	3
125	63	CacheMisses	6
126	60	CacheHits	0
126	60	CacheMisses	2
126	61	CacheHits	0
126	61	CacheMisses	1
126	62	CacheHits	0
126	62	CacheMisses	1
126	63	CacheHits	1
126	63	CacheMisses	1
127	60	CacheHits	2
127	60	CacheMisses	2
127	61	CacheHits	0
127	61	CacheMisses	2
127	62	CacheHits	0
127	62	CacheMisses	2
127	63	CacheHits	3
127	63	CacheMisses	2
128	60	CacheHits	3
128	60	CacheMisses	3
128	61	CacheHits	0
128	61	CacheMisses	1
128	62	CacheHits	1
128	62	CacheMisses	1
128	63	CacheHits	1
128	63	CacheMisses	2
129	60	CacheHits	0
129	60	CacheMisses	5
129	61	CacheHits	0
129	61	CacheMisses	2
129	62	CacheHits	0
129	62	CacheMisses	2
129	63	CacheHits	0
129	63	CacheMisses	2
130	60	CacheHits	0
130	60	CacheMisses	1
130	61	CacheHits	0
130	61	CacheMisses	1
130	62	CacheHits	1
130	62	CacheMisses	1
130	63	CacheHits	0
130	63	CacheMisses	2
131	60	CacheHits	0
131	60	CacheMisses	1
131	61	CacheHits	1
131	61	CacheMisses	1
131	62	CacheHits	0
131	62	CacheMisses	0
131	63	CacheHits	0
131	63	CacheMisses	0
132	60	CacheHits	2
132	60	CacheMisses	0
132	61	CacheHits	1
132	61	CacheMisses	2
132	62	CacheHits	1
132	62	CacheMisses	0
132	63	CacheHits	0
132	63	CacheMisses	1
133	60	CacheHits	0
133	60	CacheMisses	2
133	61	CacheHits	0
133	61	CacheMisses	2
133	62	CacheHits	0
133	62	CacheMisses	2
133	63	CacheHits	0
133	63	CacheMisses	2
134	60	CacheHits	0
134	60	CacheMisses	0
134	61	CacheHits	0
134	61	CacheMisses	0
134	62	CacheHits	0
134	62	CacheMisses	0
134	63	CacheHits	0
134	63	CacheMisses	0
135	60	CacheHits	0
135	60	CacheMisses	0
135	61	CacheHits	0
135	61	CacheMisses	0
135	62	CacheHits	0
135	62	CacheMisses	0
135	63	CacheHits	0
135	63	CacheMisses	0
136	60	CacheHits	0
136	60	CacheMisses	0
136	61	CacheHits	0
136	61	CacheMisses	0
136	62	CacheHits	0
136	62	CacheMisses	0
136	63	CacheHits	0
136	63	CacheMisses	0
137	60	CacheHits	0
137	60	CacheMisses	2
137	61	CacheHits	1
137	61	CacheMisses	2
137	62	CacheHits	0
137	62	CacheMisses	2
137	63	CacheHits	0
137	63	CacheMisses	2
138	60	CacheHits	3
138	60	CacheMisses	2
138	61	CacheHits	1
138	61	CacheMisses	5
138	62	CacheHits	0
138	62	CacheMisses	2
138	63	CacheHits	2
138	63	CacheMisses	2
139	60	CacheHits	1
139	60	CacheMisses	1
139	61	CacheHits	0
139	61	CacheMisses	2
139	62	CacheHits	0
139	62	CacheMisses	1
139	63	CacheHits	0
139	63	CacheMisses	1
140	60	CacheHits	2
140	60	CacheMisses	1
140	61	CacheHits	2
140	61	CacheMisses	3
140	62	CacheHits	1
