Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
2.64422	11	257	94	LastDelay	0.14422	144220	1	6
2.64422	11	257	94	FullDelay	0.14422	144220	1	6
2.74422	11	257	23	LastDelay	0.14422	144220	1	6
2.74422	11	257	23	FullDelay	0.14422	144220	1	6
2.84422	11	257	74	LastDelay	0.14422	144220	1	6
2.84422	11	257	74	FullDelay	0.14422	144220	1	6
2.90085	11	257	4	LastDelay	0.000851008	851.008	1	6
2.90085	11	257	4	FullDelay	0.000851008	851.008	1	6
2.94422	11	257	82	LastDelay	0.14422	144220	1	6
2.94422	11	257	82	FullDelay	0.14422	144220	1	6
3.00164	11	257	58	LastDelay	0.00164015	1640.15	1	6
3.00164	11	257	58	FullDelay	0.00164015	1640.15	1	6
3.20083	11	257	76	LastDelay	0.000830008	830.008	1	6
3.20083	11	257	76	FullDelay	0.000830008	830.008	1	6
3.24421	11	257	28	LastDelay	0.144208	144208	1	6
3.24421	11	257	28	FullDelay	0.144208	144208	1	6
3.30075	11	257	2	LastDelay	0.000749008	749.008	1	6
3.30075	11	257	2	FullDelay	0.000749008	749.008	1	6
3.40078	11	257	4	LastDelay	0.000776008	776.008	1	6
3.40078	11	257	4	FullDelay	0.000776008	776.008	1	6
3.50118	11	257	32	LastDelay	0.00118215	1182.15	1	6
3.50118	11	257	32	FullDelay	0.00118215	1182.15	1	6
3.74421	11	257	85	LastDelay	0.144208	144208	1	6
3.74421	11	257	85	FullDelay	0.144208	144208	1	6
3.84421	11	257	5	LastDelay	0.144208	144208	1	6
3.84421	11	257	5	FullDelay	0.144208	144208	1	6
3.9008	11	257	23	LastDelay	0.000800102	800.102	1	6
3.9008	11	257	23	FullDelay	0.000800102	800.102	1	6
3.94421	11	257	1	LastDelay	0.144208	144208	1	6
3.94421	11	257	1	FullDelay	0.144208	144208	1	6
4.00091	11	257	16	LastDelay	0.000908102	908.102	1	6
4.00091	11	257	16	FullDelay	0.000908102	908.102	1	6
4.10091	11	257	7	LastDelay	0.000908102	908.102	1	6
4.10091	11	257	7	FullDelay	0.000908102	908.102	1	6
4.20083	11	257	74	LastDelay	0.000827102	827.102	1	6
4.20083	11	257	74	FullDelay	0.000827102	827.102	1	6
4.30085	11	257	3	LastDelay	0.000854099	854.099	1	6
4.30085	11	257	3	FullDelay	0.000854099	854.099	1	6
4.4022	11	257	7	LastDelay	0.00219939	2199.39	1	6
4.4022	11	257	7	FullDelay	0.00219939	2199.39	1	6
4.50128	11	257	4	LastDelay	0.0012752	1275.2	1	6
4.50128	11	257	4	FullDelay	0.0012752	1275.2	1	6
4.7442	11	257	19	LastDelay	0.1442	144200	1	6
4.7442	11	257	19	FullDelay	0.1442	144200	1	6
4.80082	11	257	58	LastDelay	0.000818144	818.144	1	6
4.80082	11	257	58	FullDelay	0.000818144	818.144	1	6
4.8442	11	257	52	LastDelay	0.1442	144200	1	6
4.8442	11	257	52	FullDelay	0.1442	144200	1	6
5.00143	11	257	11	LastDelay	0.00143117	1431.17	1	6
5.00143	11	257	11	FullDelay	0.00143117	1431.17	1	6
5.05116	11	257	18	LastDelay	0.151156	151156	1	6
5.05116	11	257	18	FullDelay	0.151156	151156	1	6
5.10129	11	257	89	LastDelay	0.0012942	1294.2	1	6
5.10129	11	257	89	FullDelay	0.0012942	1294.2	1	6
5.35116	11	257	26	LastDelay	0.151156	151156	1	6
5.35116	11	257	26	FullDelay	0.151156	151156	1	6
5.40087	11	257	20	LastDelay	0.000871096	871.096	1	6
5.40087	11	257	20	FullDelay	0.000871096	871.096	1	6
5.44419	11	257	22	LastDelay	0.144192	144192	1	6
5.44419	11	257	22	FullDelay	0.144192	144192	1	6
5.50123	11	257	53	LastDelay	0.00123218	1232.18	1	6
5.50123	11	257	53	FullDelay	0.00123218	1232.18	1	6
5.74419	11	257	48	LastDelay	0.144192	144192	1	6
5.74419	11	257	48	FullDelay	0.144192	144192	1	6
5.84419	11	257	13	LastDelay	0.144192	144192	1	6
5.84419	11	257	13	FullDelay	0.144192	144192	1	6
5.94419	11	257	24	LastDelay	0.144192	144192	1	6
5.94419	11	257	24	FullDelay	0.144192	144192	1	6
6.00087	11	257	2	LastDelay	0.000872111	872.111	1	6
6.00087	11	257	2	FullDelay	0.000872111	872.111	1	6
6.04419	11	257	59	LastDelay	0.144192	144192	1	6
6.04419	11	257	59	FullDelay	0.144192	144192	1	6
6.10094	11	257	11	LastDelay	0.000935111	935.111	1	6
6.10094	11	257	11	FullDelay	0.000935111	935.111	1	6
6.34419	11	257	41	LastDelay	0.144188	144188	1	6
6.34419	11	257	41	FullDelay	0.144188	144188	1	6
6.4008	11	257	1	LastDelay	0.000800108	800.108	1	6
6.4008	11	257	1	FullDelay	0.000800108	800.108	1	6
6.44419	11	257	80	LastDelay	0.144188	144188	1	6
6.44419	11	257	80	FullDelay	0.144188	144188	1	6
6.60088	11	257	7	LastDelay	0.000880108	880.108	1	6
6.60088	11	257	7	FullDelay	0.000880108	880.108	1	6
6.64419	11	257	39	LastDelay	0.144188	144188	1	6
6.64419	11	257	39	FullDelay	0.144188	144188	1	6
6.80082	11	257	12	LastDelay	0.000817108	817.108	1	6
6.80082	11	257	12	FullDelay	0.000817108	817.108	1	6
6.84419	11	257	33	LastDelay	0.144188	144188	1	6
6.84419	11	257	33	FullDelay	0.144188	144188	1	6
6.90167	11	257	5	LastDelay	0.00166712	1667.12	1	6
6.90167	11	257	5	FullDelay	0.00166712	1667.12	1	6
7.00084	11	257	4	LastDelay	0.000835108	835.108	1	6
7.00084	11	257	4	FullDelay	0.000835108	835.108	1	6
7.10077	11	257	7	LastDelay	0.000772108	772.108	1	6
7.10077	11	257	7	FullDelay	0.000772108	772.108	1	6
7.20143	11	257	80	LastDelay	0.00142629	1426.29	1	6
7.20143	11	257	80	FullDelay	0.00142629	1426.29	1	6
7.30095	11	257	7	LastDelay	0.000947156	947.156	1	6
7.30095	11	257	7	FullDelay	0.000947156	947.156	1	6
7.40179	11	257	92	LastDelay	0.00178529	1785.29	1	6
7.40179	11	257	92	FullDelay	0.00178529	1785.29	1	6
7.50133	11	257	37	LastDelay	0.00133021	1330.21	1	6
7.50133	11	257	37	FullDelay	0.00133021	1330.21	1	6
7.60084	11	257	7	LastDelay	0.000836153	836.153	1	6
7.60084	11	257	7	FullDelay	0.000836153	836.153	1	6
7.8008	11	257	74	LastDelay	0.000800153	800.153	1	6
7.8008	11	257	74	FullDelay	0.000800153	800.153	1	6
7.84419	11	257	8	LastDelay	0.144188	144188	1	6
7.84419	11	257	8	FullDelay	0.144188	144188	1	6
7.9008	11	257	26	LastDelay	0.000800153	800.153	1	6
7.9008	11	257	26	FullDelay	0.000800153	800.153	1	6
8.14419	11	257	97	LastDelay	0.144188	144188	1	6
8.14419	11	257	97	FullDelay	0.144188	144188	1	6
8.20097	11	257	1	LastDelay	0.00096502	965.02	1	6
8.20097	11	257	1	FullDelay	0.00096502	965.02	1	6
8.24419	11	257	14	LastDelay	0.144188	144188	1	6
8.24419	11	257	14	FullDelay	0.144188	144188	1	6
8.44419	11	257	86	LastDelay	0.144188	144188	1	6
8.44419	11	257	86	FullDelay	0.144188	144188	1	6
8.50081	11	257	1	LastDelay	0.000809153	809.153	1	6
8.50081	11	257	1	FullDelay	0.000809153	809.153	1	6
8.54419	11	257	49	LastDelay	0.144188	144188	1	6
8.54419	11	257	49	FullDelay	0.144188	144188	1	6
8.60128	11	257	4	LastDelay	0.00127616	1276.16	1	6
8.60128	11	257	4	FullDelay	0.00127616	1276.16	1	6
8.70084	11	257	18	LastDelay	0.000836156	836.156	1	6
8.70084	11	257	18	FullDelay	0.000836156	836.156	1	6
8.73057	0	257	6	LastDelay	2.43057	2.43057e+06	1	3
8.73057	0	257	6	FullDelay	2.43057	2.43057e+06	1	3
8.73057	5	257	6	LastDelay	0.0305744	30574.4	1	3
8.73057	5	257	6	FullDelay	5.03057	5.03057e+06	3	3
8.73057	4	257	6	LastDelay	1.43057	1.43057e+06	1	3
8.73057	4	257	6	FullDelay	7.73057	7.73057e+06	3	3
8.73057	6	257	6	LastDelay	1.03057	1.03057e+06	1	3
8.73057	6	257	6	FullDelay	6.23057	6.23057e+06	2	3
8.73057	10	257	6	LastDelay	2.13057	2.13057e+06	1	3
8.73057	10	257	6	FullDelay	5.13057	5.13057e+06	2	3
8.73057	8	257	6	LastDelay	2.53057	2.53057e+06	1	3
8.73057	8	257	6	FullDelay	6.93057	6.93057e+06	4	3
8.73057	9	257	6	LastDelay	0.430574	430574	1	3
8.73057	9	257	6	FullDelay	5.93057	5.93057e+06	4	3
8.73907	0	257	2	LastDelay	0.0390704	39070.4	1	3
8.73907	0	257	2	FullDelay	6.73907	6.73907e+06	7	3
8.73907	1	257	2	LastDelay	0.63907	639070	1	3
8.73907	1	257	2	FullDelay	8.53907	8.53907e+06	10	3
8.73907	5	257	2	LastDelay	2.23907	2.23907e+06	1	3
8.73907	5	257	2	FullDelay	8.03907	8.03907e+06	3	3
8.73907	4	257	2	LastDelay	0.0390704	39070.4	1	3
8.73907	4	257	2	FullDelay	8.73907	8.73907e+06	9	3
8.73907	2	257	2	LastDelay	3.83907	3.83907e+06	1	3
8.73907	2	257	2	FullDelay	8.73907	8.73907e+06	4	3
8.73907	7	257	2	LastDelay	3.33907	3.33907e+06	1	3
8.73907	7	257	2	FullDelay	8.63907	8.63907e+06	6	3
8.73907	3	257	2	LastDelay	0.13907	139070	1	3
8.73907	3	257	2	FullDelay	5.13907	5.13907e+06	2	3
8.73907	6	257	2	LastDelay	0.23907	239070	1	3
8.73907	6	257	2	FullDelay	5.93907	5.93907e+06	8	3
8.73907	10	257	2	LastDelay	0.73907	739070	1	3
8.73907	10	257	2	FullDelay	7.73907	7.73907e+06	4	3
8.73907	8	257	2	LastDelay	0.73907	739070	1	3
8.73907	8	257	2	FullDelay	7.23907	7.23907e+06	4	3
8.73907	9	257	2	LastDelay	2.73907	2.73907e+06	1	3
8.73907	9	257	2	FullDelay	7.33907	7.33907e+06	4	3
8.74757	0	257	23	LastDelay	2.94757	2.94757e+06	1	3
8.74757	0	257	23	FullDelay	2.94757	2.94757e+06	1	3
8.74757	1	257	23	LastDelay	2.14757	2.14757e+06	1	3
8.74757	1	257	23	FullDelay	5.54757	5.54757e+06	3	3
8.74757	5	257	23	LastDelay	3.04757	3.04757e+06	1	3
8.74757	5	257	23	FullDelay	3.04757	3.04757e+06	1	3
8.74757	2	257	23	LastDelay	2.44757	2.44757e+06	1	3
8.74757	2	257	23	FullDelay	2.44757	2.44757e+06	1	3
8.74757	7	257	23	LastDelay	0.947566	947566	1	3
8.74757	7	257	23	FullDelay	1.34757	1.34757e+06	2	3
8.74757	10	257	23	LastDelay	1.54757	1.54757e+06	1	3
8.74757	10	257	23	FullDelay	1.94757	1.94757e+06	2	3
8.74757	8	257	23	LastDelay	0.247566	247566	1	3
8.74757	8	257	23	FullDelay	0.247566	247566	1	3
8.74757	9	257	23	LastDelay	0.0475664	47566.4	1	3
8.74757	9	257	23	FullDelay	8.04757	8.04757e+06	2	3
8.75606	1	257	33	LastDelay	0.356062	356062	1	3
8.75606	1	257	33	FullDelay	8.45606	8.45606e+06	4	3
8.75606	4	257	33	LastDelay	3.35606	3.35606e+06	1	3
8.75606	4	257	33	FullDelay	3.35606	3.35606e+06	1	3
8.75606	10	257	33	LastDelay	2.25606	2.25606e+06	1	3
8.75606	10	257	33	FullDelay	7.95606	7.95606e+06	2	3
8.75606	8	257	33	LastDelay	0.0560624	56062.4	1	3
8.75606	8	257	33	FullDelay	0.0560624	56062.4	1	3
8.76456	1	257	22	LastDelay	0.0645584	64558.4	1	3
8.76456	1	257	22	FullDelay	1.36456	1.36456e+06	2	3
8.76456	2	257	22	LastDelay	3.76456	3.76456e+06	1	3
8.76456	2	257	22	FullDelay	3.76456	3.76456e+06	1	3
8.76456	3	257	22	LastDelay	0.664558	664558	1	3
8.76456	3	257	22	FullDelay	0.664558	664558	1	3
8.76456	6	257	22	LastDelay	0.764558	764558	1	3
8.76456	6	257	22	FullDelay	0.764558	764558	1	3
8.77305	0	257	11	LastDelay	0.873054	873054	1	3
8.77305	0	257	11	FullDelay	8.67305	8.67305e+06	5	3
8.77305	2	257	11	LastDelay	0.373054	373054	1	3
8.77305	2	257	11	FullDelay	8.47305	8.47305e+06	2	3
8.77305	7	257	11	LastDelay	1.77305	1.77305e+06	1	3
8.77305	7	257	11	FullDelay	5.97305	5.97305e+06	3	3
8.77305	3	257	11	LastDelay	0.0730544	73054.4	1	3
8.77305	3	257	11	FullDelay	5.27305	5.27305e+06	3	3
8.77305	10	257	11	LastDelay	1.17305	1.17305e+06	1	3
8.77305	10	257	11	FullDelay	1.17305	1.17305e+06	1	3
8.77305	8	257	11	LastDelay	0.673054	673054	1	3
8.77305	8	257	11	FullDelay	4.77305	4.77305e+06	2	3
8.77305	9	257	11	LastDelay	1.67305	1.67305e+06	1	3
8.77305	9	257	11	FullDelay	8.17305	8.17305e+06	2	3
8.79006	2	257	14	LastDelay	3.69006	3.69006e+06	1	3
8.79006	2	257	14	FullDelay	3.69006	3.69006e+06	1	3
8.79006	7	257	14	LastDelay	0.0900624	90062.4	1	3
8.79006	7	257	14	FullDelay	2.59006	2.59006e+06	4	3
8.79006	9	257	14	LastDelay	0.190062	190062	1	3
8.79006	9	257	14	FullDelay	3.59006	3.59006e+06	2	3
8.81826	4	257	6	LastDelay	0.0182568	18256.8	1	3
8.81826	4	257	6	FullDelay	0.0182568	18256.8	1	3
8.81885	7	257	2	LastDelay	0.0188468	18846.8	1	3
8.81885	7	257	2	FullDelay	0.0188468	18846.8	1	3
8.81885	9	257	2	LastDelay	0.0188468	18846.8	1	3
8.81885	9	257	2	FullDelay	0.0188468	18846.8	1	3
8.82109	0	257	36	LastDelay	2.02109	2.02109e+06	1	3
8.82109	0	257	36	FullDelay	2.02109	2.02109e+06	1	3
8.82109	2	257	36	LastDelay	0.121087	121087	1	3
8.82109	2	257	36	FullDelay	0.121087	121087	1	3
8.84961	0	257	10	LastDelay	2.84961	2.84961e+06	1	3
8.84961	0	257	10	FullDelay	6.74961	6.74961e+06	4	3
8.84961	5	257	10	LastDelay	2.44961	2.44961e+06	1	3
8.84961	5	257	10	FullDelay	6.74961	6.74961e+06	2	3
8.84961	2	257	10	LastDelay	3.54961	3.54961e+06	1	3
8.84961	2	257	10	FullDelay	5.54961	5.54961e+06	4	3
8.84961	10	257	10	LastDelay	0.149614	149614	1	3
8.84961	10	257	10	FullDelay	3.44961	3.44961e+06	3	3
8.84961	9	257	10	LastDelay	1.94961	1.94961e+06	1	3
8.84961	9	257	10	FullDelay	3.54961	3.54961e+06	2	3
8.8585	1	257	29	LastDelay	2.3585	2.3585e+06	1	3
8.8585	1	257	29	FullDelay	2.3585	2.3585e+06	1	3
8.8585	7	257	29	LastDelay	1.1585	1.1585e+06	1	3
8.8585	7	257	29	FullDelay	2.1585	2.1585e+06	2	3
8.8585	6	257	29	LastDelay	0.0584991	58499.1	1	3
8.8585	6	257	29	FullDelay	8.4585	8.4585e+06	3	3
8.8585	10	257	29	LastDelay	2.1585	2.1585e+06	1	3
8.8585	10	257	29	FullDelay	2.1585	2.1585e+06	1	3
8.86661	0	257	3	LastDelay	0.0666064	66606.4	1	3
8.86661	0	257	3	FullDelay	7.26661	7.26661e+06	4	3
8.86661	1	257	3	LastDelay	1.36661	1.36661e+06	1	3
8.86661	1	257	3	FullDelay	8.36661	8.36661e+06	4	3
8.86661	5	257	3	LastDelay	0.366606	366606	1	3
8.86661	5	257	3	FullDelay	8.06661	8.06661e+06	5	3
8.86661	4	257	3	LastDelay	0.966606	966606	1	3
8.86661	4	257	3	FullDelay	7.96661	7.96661e+06	3	3
8.86661	2	257	3	LastDelay	0.0666064	66606.4	1	3
8.86661	2	257	3	FullDelay	8.46661	8.46661e+06	5	3
8.86661	7	257	3	LastDelay	0.566606	566606	1	3
8.86661	7	257	3	FullDelay	8.06661	8.06661e+06	6	3
8.86661	3	257	3	LastDelay	0.0666064	66606.4	1	3
8.86661	3	257	3	FullDelay	0.866606	866606	2	3
8.86661	6	257	3	LastDelay	0.766606	766606	1	3
8.86661	6	257	3	FullDelay	7.46661	7.46661e+06	6	3
8.86661	10	257	3	LastDelay	0.266606	266606	1	3
8.86661	10	257	3	FullDelay	8.16661	8.16661e+06	5	3
8.86661	8	257	3	LastDelay	2.56661	2.56661e+06	1	3
8.86661	8	257	3	FullDelay	7.96661	7.96661e+06	2	3
8.86661	9	257	3	LastDelay	1.06661	1.06661e+06	1	3
8.86661	9	257	3	FullDelay	7.86661	7.86661e+06	5	3
8.88361	0	257	4	LastDelay	1.98361	1.98361e+06	1	3
8.88361	0	257	4	FullDelay	8.88361	8.88361e+06	5	3
8.88361	1	257	4	LastDelay	1.18361	1.18361e+06	1	3
8.88361	1	257	4	FullDelay	7.58361	7.58361e+06	3	3
8.88361	5	257	4	LastDelay	0.0836144	83614.4	1	3
8.88361	5	257	4	FullDelay	7.98361	7.98361e+06	2	3
8.88361	4	257	4	LastDelay	0.483614	483614	1	3
8.88361	4	257	4	FullDelay	8.58361	8.58361e+06	8	3
8.88361	2	257	4	LastDelay	2.48361	2.48361e+06	1	3
8.88361	2	257	4	FullDelay	6.38361	6.38361e+06	6	3
8.88361	3	257	4	LastDelay	1.88361	1.88361e+06	1	3
8.88361	3	257	4	FullDelay	5.78361	5.78361e+06	4	3
8.88361	10	257	4	LastDelay	0.383614	383614	1	3
8.88361	10	257	4	FullDelay	6.08361	6.08361e+06	4	3
8.88361	8	257	4	LastDelay	2.78361	2.78361e+06	1	3
8.88361	8	257	4	FullDelay	7.48361	7.48361e+06	5	3
8.89211	0	257	1	LastDelay	1.89211	1.89211e+06	1	3
8.89211	0	257	1	FullDelay	8.69211	8.69211e+06	7	3
8.89211	1	257	1	LastDelay	0.29211	292110	1	3
8.89211	1	257	1	FullDelay	8.89211	8.89211e+06	8	3
8.89211	5	257	1	LastDelay	1.99211	1.99211e+06	1	3
8.89211	5	257	1	FullDelay	8.49211	8.49211e+06	3	3
8.89211	4	257	1	LastDelay	1.89211	1.89211e+06	1	3
8.89211	4	257	1	FullDelay	8.79211	8.79211e+06	9	3
8.89211	2	257	1	LastDelay	1.69211	1.69211e+06	1	3
8.89211	2	257	1	FullDelay	2.89211	2.89211e+06	4	3
8.89211	7	257	1	LastDelay	0.49211	492110	1	3
8.89211	7	257	1	FullDelay	8.59211	8.59211e+06	6	3
8.89211	3	257	1	LastDelay	1.09211	1.09211e+06	1	3
8.89211	3	257	1	FullDelay	8.69211	8.69211e+06	11	3
8.89211	6	257	1	LastDelay	1.69211	1.69211e+06	1	3
8.89211	6	257	1	FullDelay	8.19211	8.19211e+06	6	3
8.89211	10	257	1	LastDelay	1.19211	1.19211e+06	1	3
8.89211	10	257	1	FullDelay	6.39211	6.39211e+06	8	3
8.89211	8	257	1	LastDelay	0.0921104	92110.4	1	3
8.89211	8	257	1	FullDelay	8.29211	8.29211e+06	7	3
8.89211	9	257	1	LastDelay	0.69211	692110	1	3
8.89211	9	257	1	FullDelay	8.89211	8.89211e+06	9	3
8.90385	0	257	16	LastDelay	0.303846	303846	1	3
8.90385	0	257	16	FullDelay	0.303846	303846	1	3
8.90385	4	257	16	LastDelay	0.703846	703846	1	3
8.90385	4	257	16	FullDelay	5.20385	5.20385e+06	2	3
8.90385	2	257	16	LastDelay	2.80385	2.80385e+06	1	3
8.90385	2	257	16	FullDelay	6.80385	6.80385e+06	3	3
8.90385	10	257	16	LastDelay	0.103846	103846	1	3
8.90385	10	257	16	FullDelay	3.40385	3.40385e+06	2	3
8.90385	8	257	16	LastDelay	3.30385	3.30385e+06	1	3
8.90385	8	257	16	FullDelay	4.80385	4.80385e+06	2	3
8.9096	5	257	4	LastDelay	0.00960071	9600.71	1	3
8.9096	5	257	4	FullDelay	0.00960071	9600.71	1	3
8.9096	7	257	4	LastDelay	0.00960073	9600.73	1	3
8.9096	7	257	4	FullDelay	7.9096	7.9096e+06	2	3
8.9096	6	257	4	LastDelay	0.00960073	9600.73	1	3
8.9096	6	257	4	FullDelay	5.0096	5.0096e+06	3	3
8.92457	3	257	6	LastDelay	0.0245749	24574.9	1	3
8.92457	3	257	6	FullDelay	5.22457	5.22457e+06	2	3
8.92956	1	257	95	LastDelay	0.12956	129560	1	3
8.92956	1	257	95	FullDelay	0.12956	129560	1	3
8.92956	8	257	95	LastDelay	2.32956	2.32956e+06	1	3
8.92956	8	257	95	FullDelay	2.32956	2.32956e+06	1	3
8.95165	0	257	5	LastDelay	0.0516464	51646.4	1	3
8.95165	0	257	5	FullDelay	7.65165	7.65165e+06	5	3
8.95165	5	257	5	LastDelay	0.351646	351646	1	3
8.95165	5	257	5	FullDelay	5.35165	5.35165e+06	7	3
8.95165	4	257	5	LastDelay	1.15165	1.15165e+06	1	3
8.95165	4	257	5	FullDelay	1.15165	1.15165e+06	1	3
8.95165	2	257	5	LastDelay	0.0516464	51646.4	1	3
8.95165	2	257	5	FullDelay	7.75165	7.75165e+06	3	3
8.95165	3	257	5	LastDelay	0.551646	551646	1	3
8.95165	3	257	5	FullDelay	8.65165	8.65165e+06	7	3
8.95165	6	257	5	LastDelay	3.25165	3.25165e+06	1	3
8.95165	6	257	5	FullDelay	8.95165	8.95165e+06	3	3
8.95165	10	257	5	LastDelay	0.0516464	51646.4	1	3
8.95165	10	257	5	FullDelay	7.65165	7.65165e+06	3	3
8.95165	8	257	5	LastDelay	0.0516464	51646.4	1	3
8.95165	8	257	5	FullDelay	8.85165	8.85165e+06	5	3
8.95165	9	257	5	LastDelay	0.0516464	51646.4	1	3
8.95165	9	257	5	FullDelay	8.45165	8.45165e+06	5	3
8.96865	0	257	48	LastDelay	3.36865	3.36865e+06	1	3
8.96865	0	257	48	FullDelay	5.26865	5.26865e+06	2	3
8.96865	1	257	48	LastDelay	0.0686544	68654.4	1	3
8.96865	1	257	48	FullDelay	0.0686544	68654.4	1	3
8.96865	2	257	48	LastDelay	0.968654	968654	1	3
8.96865	2	257	48	FullDelay	0.968654	968654	1	3
8.97715	1	257	51	LastDelay	2.27715	2.27715e+06	1	3
8.97715	1	257	51	FullDelay	6.87715	6.87715e+06	2	3
8.97715	4	257	51	LastDelay	0.0771504	77150.4	1	3
8.97715	4	257	51	FullDelay	7.57715	7.57715e+06	3	3
8.97715	6	257	51	LastDelay	2.07715	2.07715e+06	1	3
8.97715	6	257	51	FullDelay	2.07715	2.07715e+06	1	3
9.02252	1	257	5	LastDelay	0.022522	22522	1	3
9.02252	1	257	5	FullDelay	8.22252	8.22252e+06	4	3
9.02252	7	257	5	LastDelay	0.022522	22522	1	3
9.02252	7	257	5	FullDelay	8.32252	8.32252e+06	3	3
9.0378	1	257	59	LastDelay	3.1378	3.1378e+06	1	3
9.0378	1	257	59	FullDelay	3.1378	3.1378e+06	1	3
9.0378	4	257	59	LastDelay	0.037804	37804	1	3
9.0378	4	257	59	FullDelay	0.037804	37804	1	3
9.0378	10	257	59	LastDelay	0.637804	637804	1	3
9.0378	10	257	59	FullDelay	8.7378	8.7378e+06	2	3
9.05481	0	257	7	LastDelay	0.754812	754812	1	3
9.05481	0	257	7	FullDelay	5.55481	5.55481e+06	2	3
9.05481	1	257	7	LastDelay	3.35481	3.35481e+06	1	3
9.05481	1	257	7	FullDelay	6.45481	6.45481e+06	2	3
9.05481	2	257	7	LastDelay	1.65481	1.65481e+06	1	3
9.05481	2	257	7	FullDelay	6.05481	6.05481e+06	3	3
9.05481	3	257	7	LastDelay	0.0548121	54812.1	1	3
9.05481	3	257	7	FullDelay	8.95481	8.95481e+06	7	3
9.05481	6	257	7	LastDelay	0.0548121	54812.1	1	3
9.05481	6	257	7	FullDelay	8.85481	8.85481e+06	5	3
9.05481	10	257	7	LastDelay	0.0548121	54812.1	1	3
9.05481	10	257	7	FullDelay	8.95481	8.95481e+06	4	3
9.05481	8	257	7	LastDelay	0.0548121	54812.1	1	3
9.05481	8	257	7	FullDelay	2.15481	2.15481e+06	3	3
9.05616	11	257	83	LastDelay	0.156164	156164	1	6
9.05616	11	257	83	FullDelay	0.156164	156164	1	6
9.06331	0	257	8	LastDelay	0.563308	563308	1	3
9.06331	0	257	8	FullDelay	0.563308	563308	1	3
9.06331	1	257	8	LastDelay	1.86331	1.86331e+06	1	3
9.06331	1	257	8	FullDelay	2.96331	2.96331e+06	2	3
9.06331	5	257	8	LastDelay	1.16331	1.16331e+06	1	3
9.06331	5	257	8	FullDelay	3.76331	3.76331e+06	2	3
9.06331	2	257	8	LastDelay	1.46331	1.46331e+06	1	3
9.06331	2	257	8	FullDelay	6.66331	6.66331e+06	2	3
9.06331	7	257	8	LastDelay	3.36331	3.36331e+06	1	3
9.06331	7	257	8	FullDelay	8.66331	8.66331e+06	2	3
9.06331	6	257	8	LastDelay	1.46331	1.46331e+06	1	3
