Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.243692	11	257	92	LastDelay	0.143692	143692	1	6
0.243692	11	257	92	FullDelay	0.143692	143692	1	6
0.343692	11	257	3	LastDelay	0.143692	143692	1	6
0.343692	11	257	3	FullDelay	0.143692	143692	1	6
0.443692	11	257	11	LastDelay	0.143692	143692	1	6
0.443692	11	257	11	FullDelay	0.143692	143692	1	6
0.543692	11	257	73	LastDelay	0.143692	143692	1	6
0.543692	11	257	73	FullDelay	0.143692	143692	1	6
0.615076	11	257	71	LastDelay	0.115076	115076	1	6
0.615076	11	257	71	FullDelay	0.615076	615076	2	6
0.743692	11	257	2	LastDelay	0.143692	143692	1	6
0.743692	11	257	2	FullDelay	0.143692	143692	1	6
0.843692	11	257	47	LastDelay	0.143692	143692	1	6
0.843692	11	257	47	FullDelay	0.143692	143692	1	6
0.943692	11	257	32	LastDelay	0.143692	143692	1	6
0.943692	11	257	32	FullDelay	0.143692	143692	1	6
1.04369	11	257	16	LastDelay	0.143692	143692	1	6
1.04369	11	257	16	FullDelay	0.143692	143692	1	6
1.14367	11	257	12	LastDelay	0.143668	143668	1	6
1.14367	11	257	12	FullDelay	0.143668	143668	1	6
1.24367	11	257	68	LastDelay	0.143668	143668	1	6
1.24367	11	257	68	FullDelay	0.143668	143668	1	6
1.34367	11	257	89	LastDelay	0.143668	143668	1	6
1.34367	11	257	89	FullDelay	0.143668	143668	1	6
1.41505	11	257	6	LastDelay	0.115052	115052	1	6
1.41505	11	257	6	FullDelay	0.115052	115052	1	6
1.54367	11	257	61	LastDelay	0.143668	143668	1	6
1.54367	11	257	61	FullDelay	0.143668	143668	1	6
1.64367	11	257	58	LastDelay	0.143668	143668	1	6
1.64367	11	257	58	FullDelay	0.143668	143668	1	6
1.74367	11	257	76	LastDelay	0.143668	143668	1	6
1.74367	11	257	76	FullDelay	0.143668	143668	1	6
1.81505	11	257	4	LastDelay	0.115052	115052	1	6
1.81505	11	257	4	FullDelay	0.115052	115052	1	6
1.91505	11	257	20	LastDelay	0.115052	115052	1	6
1.91505	11	257	20	FullDelay	0.115052	115052	1	6
2.00083	11	257	6	LastDelay	0.000830008	830.008	1	6
2.00083	11	257	6	FullDelay	0.000830008	830.008	1	6
2.01505	11	257	7	LastDelay	0.115052	115052	1	6
2.01505	11	257	7	FullDelay	0.115052	115052	1	6
2.21504	11	257	21	LastDelay	0.115036	115036	1	6
